,SubjectID,StimulusType,response,RT
0,1,1,1,346
1,1,0,0,0
2,1,1,1,296
3,1,1,1,345
4,1,1,1,295
5,1,1,1,331
6,1,1,1,361
7,1,1,1,281
8,1,0,0,0
9,1,0,0,0
10,1,1,1,315
11,1,1,1,316
12,1,1,1,361
13,1,1,1,331
14,1,1,1,313
15,1,1,1,310
16,1,1,1,295
17,1,1,1,300
18,1,1,1,429
19,1,1,1,463
20,1,1,1,312
21,1,1,1,315
22,1,0,1,332
23,1,1,1,315
24,1,1,1,315
25,1,1,1,317
26,1,1,1,334
27,1,0,0,0
28,1,1,1,364
29,1,1,1,281
30,1,1,1,265
31,1,0,0,0
32,1,0,0,0
33,1,1,1,396
34,1,1,1,314
35,1,1,1,284
36,1,0,0,0
37,1,1,1,266
38,1,1,1,332
39,1,0,0,0
40,1,1,1,288
41,1,1,1,349
42,1,1,1,314
43,1,1,1,315
44,1,1,1,296
45,1,1,1,334
46,1,1,1,315
47,1,1,1,380
48,1,1,1,297
49,1,1,1,296
50,1,1,1,297
51,1,0,0,0
52,1,1,1,314
53,1,1,1,315
54,1,1,1,332
55,1,1,1,314
56,1,1,1,319
57,1,0,0,0
58,1,1,1,414
59,1,0,0,0
60,1,1,1,297
61,1,0,0,0
62,1,0,0,0
63,1,1,1,296
64,1,1,1,313
65,1,1,1,265
66,1,1,1,264
67,1,1,1,283
68,1,1,1,264
69,1,1,1,283
70,1,0,0,0
71,1,1,1,265
72,1,1,1,297
73,1,1,1,249
74,1,1,1,249
75,1,1,1,248
76,1,1,1,246
77,1,1,1,280
78,1,1,1,264
79,1,0,0,0
80,1,1,1,295
81,1,1,1,281
82,1,0,0,0
83,1,1,1,249
84,1,0,0,0
85,1,1,1,263
86,1,1,1,249
87,1,1,1,267
88,1,1,1,267
89,1,0,0,0
90,1,1,1,351
91,1,1,1,267
92,1,1,1,329
93,1,0,0,0
94,1,1,1,314
95,1,1,1,330
96,1,1,1,299
97,1,1,1,266
98,1,1,1,250
99,1,1,1,281
