,SubjectID,StimulusType,response,RT
0,5,1,1,840
1,5,1,1,500
2,5,1,1,286
3,5,0,1,222
4,5,1,1,522
5,5,1,1,304
6,5,1,1,235
7,5,1,1,85
8,5,1,1,69
9,5,1,1,269
10,5,1,1,237
11,5,1,1,188
12,5,1,1,270
13,5,1,1,238
14,5,1,1,222
15,5,1,1,237
16,5,1,1,248
17,5,0,1,220
18,5,1,0,0
19,5,1,1,352
20,5,1,1,955
21,5,0,0,0
22,5,1,0,0
23,5,1,1,600
24,5,1,1,304
25,5,1,1,565
26,5,1,1,418
27,5,1,1,403
28,5,1,1,484
29,5,1,1,454
30,5,1,1,399
31,5,1,1,470
32,5,0,0,0
33,5,1,1,402
34,5,1,1,466
35,5,1,1,390
36,5,1,1,314
37,5,1,1,354
38,5,0,0,0
39,5,0,1,488
40,5,0,0,0
41,5,1,1,553
42,5,0,0,0
43,5,1,1,421
44,5,0,0,0
45,5,1,1,519
46,5,1,1,387
47,5,0,0,0
48,5,1,1,520
49,5,1,1,467
50,5,1,1,570
51,5,0,0,0
52,5,1,1,724
53,5,0,0,0
54,5,1,1,419
55,5,1,1,438
56,5,1,1,375
57,5,1,1,616
58,5,1,1,504
59,5,1,1,372
60,5,1,1,386
61,5,1,1,305
62,5,1,1,336
63,5,1,1,384
64,5,1,1,367
65,5,1,1,284
66,5,0,0,0
67,5,1,1,420
68,5,1,1,334
69,5,0,0,0
70,5,1,1,403
71,5,1,1,490
72,5,1,1,653
73,5,1,1,424
74,5,1,1,468
75,5,0,0,0
76,5,1,1,402
77,5,0,0,0
78,5,0,0,0
79,5,1,1,554
80,5,1,1,761
81,5,1,1,283
82,5,1,1,350
83,5,1,1,336
84,5,0,1,354
85,5,1,1,671
86,5,1,1,704
87,5,0,0,0
88,5,1,1,451
89,5,1,1,451
90,5,1,1,398
91,5,1,1,551
92,5,1,1,538
93,5,0,0,0
94,5,1,1,404
95,5,1,1,419
96,5,1,1,353
97,5,1,1,365
98,5,1,1,404
99,5,1,1,453
